complaint,category,date,region
wrong product delivered and no replacement and no action has been taken,Consumer Law,2024-01-23,Pune
This is regarding that seller refused to refund defective product,Consumer Law,2023-12-15,Delhi
I need help since service provider charged extra money,Consumer Law,2024-05-05,Hyderabad
received damaged item from online store and no action has been taken,Consumer Law,2022-07-11,Delhi
This problem occurred because seller refused to refund defective product,Consumer Law,2023-05-28,Mumbai
company is not honoring warranty and no action has been taken,Consumer Law,2024-08-30,Kolkata
This problem occurred because received damaged item from online store,Consumer Law,2022-01-05,Hyderabad
service provider charged extra money and no action has been taken,Consumer Law,2022-03-30,Kolkata
I need help since received damaged item from online store,Consumer Law,2024-08-29,Hyderabad
company is not honoring warranty and no action has been taken,Consumer Law,2023-10-31,Hyderabad
service provider charged extra money and no action has been taken,Consumer Law,2023-05-24,Bangalore
This problem occurred because company is not honoring warranty,Consumer Law,2023-06-30,Bangalore
I am writing to report that service provider charged extra money,Consumer Law,2023-09-19,Chennai
This is regarding that company is not honoring warranty,Consumer Law,2023-12-24,Delhi
Kindly look into the matter: company is not honoring warranty,Consumer Law,2022-11-27,Bangalore
Kindly look into the matter: received damaged item from online store,Consumer Law,2023-01-30,Chennai
I want to complain that service provider charged extra money,Consumer Law,2023-07-09,Mumbai
Kindly look into the matter: wrong product delivered and no replacement,Consumer Law,2023-12-07,Pune
This is regarding that wrong product delivered and no replacement,Consumer Law,2022-10-09,Bangalore
received damaged item from online store and no action has been taken,Consumer Law,2022-05-16,Chennai
Kindly look into the matter: service provider charged extra money,Consumer Law,2023-08-19,Hyderabad
wrong product delivered and no replacement and no action has been taken,Consumer Law,2022-09-10,Hyderabad
Company is not honoring warranty,Consumer Law,2024-02-14,Ahmedabad
Service provider charged extra money,Consumer Law,2023-12-12,Chennai
company is not honoring warranty and no action has been taken,Consumer Law,2023-03-23,Chennai
Please help as seller refused to refund defective product,Consumer Law,2024-05-14,Mumbai
Kindly look into the matter: wrong product delivered and no replacement,Consumer Law,2022-12-18,Kolkata
I want to complain that wrong product delivered and no replacement,Consumer Law,2024-07-06,Delhi
I need help since received damaged item from online store,Consumer Law,2023-02-25,Chennai
Kindly look into the matter: seller refused to refund defective product,Consumer Law,2024-09-22,Mumbai
Service provider charged extra money,Consumer Law,2023-02-07,Mumbai
Please help as service provider charged extra money,Consumer Law,2022-11-12,Ahmedabad
I want to complain that seller refused to refund defective product,Consumer Law,2023-01-15,Pune
I am writing to report that wrong product delivered and no replacement,Consumer Law,2022-04-06,Ahmedabad
I want to complain that wrong product delivered and no replacement,Consumer Law,2024-10-13,Pune
I need help since seller refused to refund defective product,Consumer Law,2022-03-25,Ahmedabad
This problem occurred because seller refused to refund defective product,Consumer Law,2022-12-17,Chennai
I want to complain that wrong product delivered and no replacement,Consumer Law,2022-06-23,Ahmedabad
I need help since service provider charged extra money,Consumer Law,2024-03-04,Bangalore
I need help since company is not honoring warranty,Consumer Law,2023-12-03,Kolkata
Wrong product delivered and no replacement,Consumer Law,2023-09-15,Bangalore
I am facing an issue where company is not honoring warranty,Consumer Law,2024-02-29,Kolkata
I want to complain that company is not honoring warranty,Consumer Law,2023-10-10,Hyderabad
Kindly look into the matter: received damaged item from online store,Consumer Law,2024-04-15,Ahmedabad
Please help as wrong product delivered and no replacement,Consumer Law,2022-04-21,Hyderabad
Kindly look into the matter: wrong product delivered and no replacement,Consumer Law,2023-05-05,Hyderabad
I am facing an issue where wrong product delivered and no replacement,Consumer Law,2024-07-01,Delhi
I am writing to report that company is not honoring warranty,Consumer Law,2024-05-27,Pune
I am facing an issue where received damaged item from online store,Consumer Law,2022-06-29,Ahmedabad
Received damaged item from online store,Consumer Law,2024-02-02,Ahmedabad
This problem occurred because wrong product delivered and no replacement,Consumer Law,2022-02-12,Delhi
Received damaged item from online store,Consumer Law,2023-01-27,Bangalore
This is regarding that seller refused to refund defective product,Consumer Law,2024-06-06,Bangalore
Kindly look into the matter: received damaged item from online store,Consumer Law,2023-04-28,Mumbai
Please help as wrong product delivered and no replacement,Consumer Law,2022-03-03,Pune
I am facing an issue where seller refused to refund defective product,Consumer Law,2023-08-31,Pune
I need help since service provider charged extra money,Consumer Law,2023-06-06,Chennai
Received damaged item from online store,Consumer Law,2023-04-30,Delhi
This problem occurred because wrong product delivered and no replacement,Consumer Law,2024-09-14,Mumbai
Kindly look into the matter: wrong product delivered and no replacement,Consumer Law,2024-07-12,Pune
Received damaged item from online store,Consumer Law,2024-11-05,Ahmedabad
Please help as service provider charged extra money,Consumer Law,2023-02-17,Delhi
Kindly look into the matter: wrong product delivered and no replacement,Consumer Law,2024-10-03,Hyderabad
This is regarding that received damaged item from online store,Consumer Law,2023-11-29,Chennai
I am writing to report that service provider charged extra money,Consumer Law,2022-05-16,Delhi
I am facing an issue where wrong product delivered and no replacement,Consumer Law,2024-08-27,Pune
This problem occurred because received damaged item from online store,Consumer Law,2023-03-18,Bangalore
I am writing to report that company is not honoring warranty,Consumer Law,2023-08-30,Hyderabad
I want to complain that company is not honoring warranty,Consumer Law,2023-02-17,Chennai
I want to complain that service provider charged extra money,Consumer Law,2023-09-26,Kolkata
I am writing to report that wrong product delivered and no replacement,Consumer Law,2022-03-07,Delhi
I am writing to report that company is not honoring warranty,Consumer Law,2024-10-31,Bangalore
service provider charged extra money and no action has been taken,Consumer Law,2022-02-10,Ahmedabad
Service provider charged extra money,Consumer Law,2024-12-21,Mumbai
This problem occurred because seller refused to refund defective product,Consumer Law,2023-03-10,Chennai
Please help as service provider charged extra money,Consumer Law,2022-05-06,Bangalore
I am writing to report that company is not honoring warranty,Consumer Law,2022-08-17,Ahmedabad
wrong product delivered and no replacement and no action has been taken,Consumer Law,2022-09-02,Pune
I am facing an issue where service provider charged extra money,Consumer Law,2024-02-29,Kolkata
Kindly look into the matter: received damaged item from online store,Consumer Law,2023-01-02,Kolkata
I want to complain that seller refused to refund defective product,Consumer Law,2022-08-22,Mumbai
Kindly look into the matter: received damaged item from online store,Consumer Law,2024-10-24,Bangalore
Please help as company is not honoring warranty,Consumer Law,2022-05-12,Hyderabad
This is regarding that company is not honoring warranty,Consumer Law,2023-11-09,Bangalore
Service provider charged extra money,Consumer Law,2022-12-06,Delhi
I am facing an issue where company is not honoring warranty,Consumer Law,2022-12-17,Kolkata
I am writing to report that company is not honoring warranty,Consumer Law,2022-02-06,Pune
I am writing to report that received damaged item from online store,Consumer Law,2023-05-23,Ahmedabad
Kindly look into the matter: service provider charged extra money,Consumer Law,2024-01-25,Mumbai
This problem occurred because company is not honoring warranty,Consumer Law,2022-06-24,Delhi
I am facing an issue where service provider charged extra money,Consumer Law,2024-03-02,Mumbai
Kindly look into the matter: received damaged item from online store,Consumer Law,2022-09-13,Mumbai
I am facing an issue where received damaged item from online store,Consumer Law,2022-09-11,Ahmedabad
I need help since service provider charged extra money,Consumer Law,2022-07-30,Bangalore
I want to complain that wrong product delivered and no replacement,Consumer Law,2022-07-28,Kolkata
